,Label,String,clean_text,encoded_label
361,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrka kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mrka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
362,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrka kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mrka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
363,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrka kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mrka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
364,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrka kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mrka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
365,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrka kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mrka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
366,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
367,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
368,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
369,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
370,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
371,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
372,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
373,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
374,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
375,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
376,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
377,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
378,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
379,negative,"Bapak kamu anggota FPI yah? | Iya, kok tahu? *siap digombal* | Karena Bapakmu, konser Lady Gaga dibatalkan *nyekek* | *mati* #TwepsLucu",anggota fpi yah iya digombal bapakmu konser lady gaga dibatalkan nyekek mati twepslucu,0
380,negative,"WASPADALAH sikadrun itu teroris wahabi-hti - fpi dg topeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg. kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan topeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
381,negative,"US loves Israel FPI hates Israel US loves FPI Di dunia internasional, FPI itu gak bunyi. Tapi di sini, mereka bisa digunakan sebagai model bagi kaum radikal beraksi. Buat Amrik mereka dan simpatisannya adalah bibit unggul yang sesuai dengan kebutuhannya kelak. .",us loves israel fpi hates israel us loves fpi dunia internasional fpi tidak bunyi model kaum radikal beraksi amrik simpatisannya bibit unggul sesuai kebutuhannya kelak,0
382,negative,"Ternyata malaysia udah lebih fpi dr dulu RT @faizalhamssin: If you disagree with this, don’t blame McDonalds. Businesses don’t make the law. Blame the politicians who, in negative997, passed the law that made it illegal for restaurants to serve dine-in lunch to Muslim customers during Ramadan. And call upon today’s MPs to review the law.",malaysia sudah fpi dari rt faizalhamssin if you disagree with this don t blame mcdonalds businesses don t pakai the law blame the politicians who in negative997 passed the law that made itu illegal for restaurants to serve dine in lunch to muslim customers during ramadan and call upon today s mps to review the law,0
383,positive,"#HILMI_FPI_Ciamis HILMI FPI Ciamis Bagikan Takjil untuk Warga dan Anak-anak di Dusun Ciroke, Desa Golat, Panumbangan (24/3/2positive23)",hilmi_fpi_ciamis hilmi fpi ciamis bagikan takjil warga anak anak dusun ciroke desa golat panumbangan 24 3 2positive23,1
384,negative,Hahhaaha dari 2positivenegative4 anies bilang FPI kelompok ekstrismis gue tau ..  RT @DHANANK47positive74867: @Ndons_Back @satrio_tone Jadi semaleman lu begadang ngoprek2 nyari jejak digital anies ya? Sampe segitunya🤣🤣🤣,hahhaaha 2positivenegative4 anies bilang fpi kelompok ekstrismis saya tahu rt dhanank47positive74867 ndons_back satrio_tone semaleman kamu begadang ngoprek2 cari jejak digital anies ya sampai segitunya,0
385,negative,"SESAMA PENJAHAT SALI NG MELINDUNGI?SJK BER KUASA 894 NYAWA KPPS 9 DMNTRN DI MK,6 LSKR FPI,2 MHSWA KENDARI,negative35 NYAWA KANJURUHAN DIBANTAI.TERUS BGM PE NCULIKAN AKTIFIS ERA PS? Effendi Gazali Sebut Prabowo Siap Jamin Keamanan Jokowi dan Keluarga, Ada Apa?",penjahat sali ng melindungi sjk ber kuasa 894 nyawa kpps 9 dmntrn maka 6 lskr fpi 2 mhswa kendari negative35 nyawa kanjuruhan dibantai bagaimana pe nculikan aktivis era ps effendi gazali prabowo jamin keamanan jokowi keluarga,0
386,negative,"Apa yg mesti di ubah buzzer hoax ?? Larangan HTI/FPI ? Dah jelas si Anies ga punya prestasi mo nge ubah apa nya yg pasti ngacak2 sm bikin ancur seperti Jakarta 😒 Mau lo Deklarasi si Anies sampe bijik lo copot ga kan bisa seorg bacapres dr gerombolan Radikal jd presiden RT @ekowboy2: Di bulan yang suci ini kita ikhtiarkan perubahan untuk kebaikan bangsa.. 2positive24 Anies Presiden, Indonesia berdaulat!!",yang mesti ubah buzzer hoax larangan hati fpi sudah si anies tidak prestasi mau nge ubah nya yang ngacak2 sama bikin hancur jakarta kamu deklarasi si anies sampai bijik kamu copot tidak seorg bacapres dari gerombolan radikal jadi presiden rt ekowboy2 suci ikhtiarkan perubahan kebaikan bangsa 2positive24 anies presiden indonesia berdaulat,0
387,negative,"Nah bgitu dong,biar buzzer² macam Marlina beserta umat² kucluk PKS,HTI & FPI pada bahagia... RT @marlina_idha: Nasdem-PKS-Demokrat Tanda Tangani Piagam, Resmi Bentuk Koalisi Perubahan Usung Anies Baswedan. Jum'at 24/positive3/2positive23 Alhamdulillah 🤲😊",begitu biar buzzer² marlina beserta umat² kucluk pks hati fpi bahagia rt marlina_idha nasdem pks demokrat tanda tangani piagam resmi bentuk koalisi perubahan usung anies baswedan jum at 24 positive3 2positive23 alhamdulillah,0
388,negative,"Lhoh katanya kemarin didatangin orang2 dari barisan FPI dan kawan2nya?😅 yg diangkut pake bus pariwisata, katanye siap keliling Indo buat koar2 Anis Presiden gt🫠 RT @Yurissa_Samosir: JAWA TENGAH siap Memenangkan Anies Baswedan di Kandang Banteng",lhoh kemarin didatangin orang2 barisan fpi kawan2nya yang diangkut pakai bus pariwisata katanye keliling indo koar2 anis presiden begitu rt yurissa_samosir jawa memenangkan anies baswedan kandang banteng,0
389,positive,Ganjar Pranowo mengikuti pelaksanaan ibadah Tarawih Keliling yang diadakan Badan Amalan Islam (BAI) Jawa Tengah di Gedung Gradhika Bhakti Praja. Ziva Jogja Rizky Ridho chef arnold Lyodra Beauty and the Beast,ganjar pranowo mengikuti pelaksanaan ibadah tarawih keliling diadakan badan amalan islam bai jawa gedung gradhika bhakti praja ziva jogja rizky ridho chef arnold lyodra beauty and the beast,1
390,positive,"""Hari ini bersyukur dan senang sekali bisa bertemu dan berdiskusi langsung dengan Pak Ganjar Pranowo,"" kata Eudia",bersyukur senang bertemu berdiskusi langsung ganjar pranowo eudia,1
391,positive,"Srikandi Ganjar Jabodetabek mengadakan pementasan hasil kelas peran di Gedung Balai Kesenian, Jakarta Barat. chef arnold Beauty and the Beast Danang Ziva Jordi Amat Jogja",srikandi ganjar jabodetabek mengadakan pementasan hasil kelas peran gedung balai kesenian jakarta barat chef arnold beauty and the beast danang ziva jordi jogja,1
392,positive,"Para anggota DPC Serikat Pekerja Nasional (SPN) di Morowali, Sulawesi Selatan deklarasikan dukungan untuk Ganjar Pranowo di Pilpres 2positive24. Rizky Ridho Beauty and the Beast Lyodra chef arnold Ziva Danang",anggota dpc serikat pekerja nasional spn morowali sulawesi selatan deklarasikan dukungan ganjar pranowo pilpres 2positive24 rizky ridho beauty and the beast lyodra chef arnold ziva danang,1
393,negative,"""Jadi nampaknya Megawati akan jadikan kasus KTP-el untuk tidak restui Ganjar capres PDIP, meski belakangan Jokowi masih mencoba usung Ganjar dengan mempertemukan Prabowo di sawah,"" ujar Muslim.",nampaknya megawati jadikan ktp el restui ganjar capres pdip jokowi mencoba usung ganjar mempertemukan prabowo sawah muslim,0
394,negative,"JIKA GANJAR TIDAK BIJAKSANA,MAKA TANPA SADAR DIA YANG SEHARUSNYA JADI PENERUS JOKOWI JUSTRU AKAN GAGALKAN IMPIAN JOKOWI JADIKAN NKRI TUAN RUMAH PIALA DUNIA",ganjar bijaksana sadar penerus jokowi gagalkan impian jokowi jadikan nkri tuan rumah piala dunia,0
395,positive,Ganjar tegaskan seluruh pihak harus tetap waspada pada masa transisi pandemi menuju endemi. Danang Rizky Ridho Beauty and the Beast Klitih Jogja Ziva Lilipaly #Ganjar #ganjarpranowo #GanjarHebat #tahunpolitik2positive24 #COVIDnegative9 #JatengGayeng #GMMTVปกป้องนนนจากสื่อขยะ #precure #aespa,ganjar tegaskan waspada transisi pandemi endemi danang rizky ridho beauty and the beast klitih jogja ziva lilipaly ganjar ganjarpranowo ganjarhebat tahunpolitik2positive24 covidnegative9 jatenggayeng gmmtvปกป องนนนจากส อขยะ precure aespa,1
